seqnames	start	end	width	strand	name	log2FC.CD28.negative_vs_CD28.positive.	strand.1	CD28.negative	CD28.positive	summit	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	GENENAME
chr11	114604198	114604597	400	*	CD28-negative	1.01233954383705	+	41.6632062467325	20.6541877307951	114604397	Distal Intergenic	11	114570591	114595786	25196	2	54827	ENST00000375478.4	-8412	NXPE4
chr11	115925134	115925533	400	*	CD28-negative	1.30249529266993	+	541.621681207522	219.586627453717	115925333	Intron (ENST00000653503.1/ENST00000653503.1, intron 2 of 6)	11	115755340	115760646	5307	2	283143	ENST00000654271.1	-164488	NA
chr11	121091488	121091887	400	*	CD28-negative	1.01127048484713	+	65.7352809670668	32.6118753644134	121091687	Intron (ENST00000644541.1/116804918, intron 7 of 9)	11	121101243	121191490	90248	1	7007	ENST00000392793.6	-9356	TECTA
chr11	122897565	122897964	400	*	CD28-negative	1.16073138372972	+	116.656977490851	52.1790005830614	122897764	Intron (ENST00000307257.10/79864, intron 2 of 3)	11	122885758	122959798	74041	1	79864	ENST00000531316.1	11807	C11orf63
chr11	125053108	125053507	400	*	CD28-negative	1.07507529918501	+	43.5149043021428	20.6541877307951	125053307	Distal Intergenic	11	125063302	125080647	17346	1	219855	ENST00000532000.5	-9795	SLC37A2
chr11	127345829	127346228	400	*	CD28-negative	1.05381617981321	+	36.1081120805015	17.3930001943538	127346028	Distal Intergenic	11	127271031	127337033	66003	1	101929497	ENST00000608214.2	74798	RP11-480C22.1
chr11	128599729	128600128	400	*	CD28-negative	1.09034205583832	+	55.55094166231	26.0895002915307	128599928	Distal Intergenic	11	128458765	128587558	128794	2	2113	ENST00000392668.8	-12171	ETS1
chr11	129417993	129418392	400	*	CD28-negative	1.00190409117074	+	80.5488654103495	40.2213129494431	129418192	Intron (ENST00000281437.6/8538, intron 1 of 3)	11	129375848	129452279	76432	1	8538	ENST00000281437.6	42145	BARX2
chr11	130631065	130631464	400	*	CD28-negative	1.27537394967085	+	99.991694992158	41.3083754615903	130631264	Distal Intergenic	11	130666735	130666803	69	1	102466873	ENST00000615217.1	-35271	MIR8052
chr11	131606841	131607240	400	*	CD28-negative	1.47890734375598	+	99.991694992158	35.8730629008547	131607040	Intron (ENST00000374791.7/50863, intron 1 of 7)	11	131582011	131661048	79038	1	50863	ENST00000416661.1	24830	NTM
chr11	131611904	131612303	400	*	CD28-negative	1.46143620752957	+	89.8073556874011	32.6118753644134	131612103	Intron (ENST00000374791.7/50863, intron 1 of 7)	11	131582011	131661048	79038	1	50863	ENST00000416661.1	29893	NTM
chr11	131645898	131646297	400	*	CD28-negative	1.11633726437127	+	51.8475455514893	23.9153752672365	131646097	Intron (ENST00000374791.7/50863, intron 1 of 7)	11	131622451	131663576	41126	2	101929637	ENST00000663555.1	17279	NTM-AS1
chr11	132343432	132343831	400	*	CD28-negative	1.23789924425218	+	99.991694992158	42.3954379737374	132343631	Distal Intergenic	11	132332490	132335286	2797	1	50863	ENST00000496198.1	10942	NTM
chr11	133821671	133822070	400	*	CD28-negative	1.23308222795441	+	63.8835829116565	27.1765628036778	133821870	Distal Intergenic	11	133783671	133810376	26706	2	646522	ENST00000526254.1	-11295	RP11-448P19.1
chr12	1993416	1993815	400	*	CD28-negative	1.2514968476529	+	113.879430407735	47.8307505344729	1993615	Intron (ENST00000543114.1/775, intron 1 of 1)	12	1961316	2004427	43112	2	196513	ENST00000537725.1	10612	DCP1B
chr12	6167803	6168202	400	*	CD28-negative	1.07242014784106	+	185.169805541033	88.0520634839161	6168002	Distal Intergenic	12	6199715	6238271	38557	1	928	ENST00000382518.6	-31513	CD9
chr12	6312766	6313165	400	*	CD28-negative	1.19725725975484	+	97.2141479090425	42.3954379737374	6312965	Promoter	12	6312651	6328485	15835	1	55200	ENST00000449001.6	115	PLEKHG6
chr12	11228274	11228673	400	*	CD28-negative	1.09034205583832	+	74.0679222164133	34.7860003887076	11228473	Intron (ENST00000612592.1/ENST00000612592.1, intron 1 of 1)	12	11267780	11268739	960	2	5544	ENST00000539835.1	40066	PRB3
chr12	16939791	16940190	400	*	CD28-negative	1.11633726437127	+	51.8475455514893	23.9153752672365	16939990	Distal Intergenic	12	16551182	16610594	59413	2	55885	ENST00000541846.5	-329197	LMO3
chr12	19829062	19829461	400	*	CD28-negative	1.03144836678476	+	55.55094166231	27.1765628036778	19829261	Intron (ENST00000535764.1/ENST00000535764.1, intron 1 of 4)	12	20014780	20098868	84089	1	100506393	ENST00000536666.1	-185319	NA
chr12	24899715	24900114	400	*	CD28-negative	1.00221114555966	+	235.165653037112	117.402751311888	24899914	Intron (ENST00000261192.12/586, intron 2 of 10)	12	24814803	24902296	87494	2	586	ENST00000538118.5	2182	BCAT1
chr12	26331952	26332351	400	*	CD28-negative	1.12455777117624	+	59.2543377731306	27.1765628036778	26332151	Intron (ENST00000535324.1/ENST00000535324.1, intron 1 of 5)	12	26411213	26427937	16725	2	3709	ENST00000538984.1	95586	ITPR2
chr12	29750674	29751073	400	*	CD28-negative	1.03780386182458	+	337.009046084681	164.146439334214	29750873	Intron (ENST00000539277.6/83857, intron 5 of 17)	12	29532568	29783046	250479	2	83857	ENST00000553189.5	31973	TMTC1
chr12	44346218	44346617	400	*	CD28-negative	1.35337646167212	+	44.440753329848	17.3930001943538	44346417	Intron (ENST00000266534.8/84216, intron 6 of 7)	12	44318295	44389760	71466	1	84216	ENST00000546978.1	27923	TMEM117
chr12	49451877	49452276	400	*	CD28-negative	1.11236836216832	+	61.106035828541	28.2636253158249	49452076	Intron (ENST00000550997.5/65244, intron 1 of 5)	12	49460879	49494944	34066	1	65244	ENST00000549045.5	-8603	SPATS2
chr12	50158507	50158906	400	*	CD28-negative	1.00448131918449	+	98.1399969367476	48.91781304662	50158706	Intron (ENST00000548468.2/84987, intron 1 of 1)	12	50135519	50167300	31782	2	91012	ENST00000542320.5	8394	CERS5
chr12	50175379	50175778	400	*	CD28-negative	1.15174260050247	+	55.55094166231	25.0024377793836	50175578	Distal Intergenic	12	50177698	50182179	4482	2	51474	ENST00000549064.1	6401	LIMA1
chr12	51864093	51864492	400	*	CD28-negative	1.14038273833792	+	40.7373572190273	18.4800627065009	51864292	Distal Intergenic	12	51817840	51848766	30927	2	401720	ENST00000618634.2	-15327	NA
chr12	55624028	55624427	400	*	CD28-negative	1.26591362042178	+	133.322259989544	55.4401881195027	55624227	Distal Intergenic	12	55636860	55637854	995	1	121130	ENST00000309675.2	-12433	OR10P1
chr12	56657718	56658117	400	*	CD28-negative	1.53893211482819	+	53.6992436068996	18.4800627065009	56657917	Distal Intergenic	12	56638376	56645984	7609	2	506	ENST00000547808.5	-11734	ATP5B
chr12	59055436	59055835	400	*	CD28-negative	1.24646125775561	+	72.216224161003	30.4377503401191	59055635	Intron (ENST00000547590.1/ENST00000547590.1, intron 2 of 3)	12	58872155	58920504	48350	2	121227	ENST00000320743.8	-134932	LRIG3
chr12	62351350	62351749	400	*	CD28-negative	1.22784557958826	+	40.7373572190273	17.3930001943538	62351549	Intron (ENST00000353364.7/9958, intron 6 of 20)	12	62355011	62381633	26623	1	9958	ENST00000547317.5	-3262	USP15
chr12	64502579	64502978	400	*	CD28-negative	1.38990233769723	+	37.0339611082067	14.1318126579125	64502778	Intron (ENST00000677093.1/29110, intron 1 of 1)	12	64500830	64502055	1226	1	29110	ENST00000678992.1	1749	TBK1
chr12	89960145	89960544	400	*	CD28-negative	1.04049350638776	+	118.508675546261	57.6143131437969	89960344	Intron (ENST00000651272.1/ENST00000651272.1, intron 4 of 6)	12	89947693	89949726	2034	1	105369891	ENST00000547094.1	12452	RP11-654D12.3
chr12	92529908	92530307	400	*	CD28-negative	1.12749505425579	+	163.875277903814	75.0073133381507	92530107	Distal Intergenic	12	92466451	92492091	25641	1	100507616	ENST00000504409.3	63457	RP11-693J15.5
chr12	101414520	101414919	400	*	CD28-negative	1.30683387573509	+	56.4767906900151	22.8283127550894	101414719	Distal Intergenic	12	101393116	101407772	14657	2	400	ENST00000261636.13	-6748	ARL1
chr12	102317137	102317536	400	*	CD28-negative	1.20729820218417	+	112.95358138003	48.91781304662	102317336	Exon (ENST00000626826.1/ENST00000626826.1, exon 1 of 1)	12	102402247	102415746	13500	2	3479	ENST00000481539.1	98210	IGF1
chr12	102728862	102729261	400	*	CD28-negative	1.46502181750103	+	174.059617208571	63.0496257045325	102729061	Distal Intergenic	12	102809280	102824399	15120	2	283432	ENST00000547179.1	95138	LINC00485
chr12	104964175	104964574	400	*	CD28-negative	1.05381617981321	+	36.1081120805015	17.3930001943538	104964374	Distal Intergenic	12	104928244	104958744	30501	2	84102	ENST00000449866.2	-5431	SLC41A2
chr12	105341664	105342063	400	*	CD28-negative	1.16371524216854	+	112.027732352325	50.0048755587672	105341863	Intron (ENST00000548458.6/387882, intron 2 of 6)	12	105330868	105370680	39813	1	387882	ENST00000549934.2	10796	C12orf75
chr12	107515434	107515833	400	*	CD28-negative	1.47623320945765	+	45.3666023575531	16.3059376822067	107515633	Intron (ENST00000420571.6/121551, intron 1 of 14)	12	107580650	107659642	78993	1	121551	ENST00000357167.8	-64817	BTBD11
chr12	113229947	113230346	400	*	CD28-negative	1.02367101619304	+	68.5128280501823	33.6989378765605	113230146	Intron (ENST00000552642.5/53373, intron 1 of 3)	12	113225246	113298582	73337	1	53373	ENST00000541517.5	4701	TPCN1
chr12	117775069	117775468	400	*	CD28-negative	1.09034205583832	+	55.55094166231	26.0895002915307	117775268	Intron (ENST00000425217.5/283455, intron 3 of 19)	12	117517706	117677251	159546	2	283455	ENST00000545002.1	-97818	KSR2
chr12	117830488	117830887	400	*	CD28-negative	1.24090173241371	+	102.769242075273	43.4825004858845	117830687	Intron (ENST00000425217.5/283455, intron 3 of 19)	12	117453012	117968223	515212	2	283455	ENST00000425217.5	137336	KSR2
chr12	122518483	122518882	400	*	CD28-negative	1.63348438086485	+	47.2183004129635	15.2188751700596	122518682	Promoter	12	122508378	122519028	10651	2	65117	ENST00000528263.1	146	RSRC2
chr12	123737522	123737921	400	*	CD28-negative	1.1415673791935	+	199.057540956611	90.2261885082103	123737721	3' UTR	12	123738959	123747726	8768	1	23545	ENST00000536426.1	-1038	ATP6V0A2
chr12	126761436	126761835	400	*	CD28-negative	1.07097673097139	+	34.2564140250912	16.3059376822067	126761635	Intron (ENST00000540684.5/387895, intron 1 of 5)	12	126745339	126772192	26854	2	387895	ENST00000659581.1	10357	NA
chr12	128069407	128069806	400	*	CD28-negative	1.0485218801437	+	47.2183004129635	22.8283127550894	128069606	Distal Intergenic	12	128023788	128027166	3379	2	105370070	ENST00000543651.1	-42241	CRAT8
chr12	129564839	129565238	400	*	CD28-negative	1.29387544992346	+	87.9556576319908	35.8730629008547	129565038	Intron (ENST00000422113.7/121256, intron 2 of 8)	12	129071726	129904025	832300	2	121256	ENST00000422113.7	338787	TMEM132D
chr12	132872933	132873332	400	*	CD28-negative	1.23553997137826	+	43.5149043021428	18.4800627065009	132873132	Intron (ENST00000450056.7/55743, intron 3 of 17)	12	132840910	132883017	42108	2	55743	ENST00000315585.11	9685	CHFR
chr13	19420752	19421151	400	*	CD28-negative	1.18142377888282	+	219.426219566124	96.748563581093	19420951	Distal Intergenic	13	19345049	19346749	1701	1	100287114	ENST00000413833.1	75703	LINC00421
chr13	19713602	19714001	400	*	CD28-negative	1.06386984447713	+	124.989618740197	59.7884381680912	19713801	Intron (ENST00000471658.5/55269, intron 6 of 7)	13	19675429	19730316	54888	2	55269	ENST00000635562.1	16315	PSPC1
chr13	23268470	23268869	400	*	CD28-negative	1.31861104351144	+	37.9598101359118	15.2188751700596	23268669	Exon (ENST00000418445.1/ENST00000418445.1, exon 1 of 1)	13	23353736	23354890	1155	2	26278	ENST00000476776.1	86021	SACS
chr13	24049298	24049697	400	*	CD28-negative	1.00203363771066	+	278.680557339255	139.14400155483	24049497	Intron (ENST00000382141.4/221178, intron 3 of 15)	13	23979810	24035027	55218	1	221178	ENST00000439928.2	69488	SPATA13
chr13	27147504	27147903	400	*	CD28-negative	1.15088359777338	+	67.5869790224771	30.4377503401191	27147703	Intron (ENST00000282344.11/219333, intron 1 of 8)	13	27162855	27169135	6281	1	100874070	ENST00000440657.1	-14952	NA
chr13	27195202	27195601	400	*	CD28-negative	1.08183055598281	+	156.468485682173	73.9202508260036	27195401	Intron (ENST00000610335.4/ENST00000610335.4, intron 2 of 4)	13	27172259	27182998	10740	1	100874071	ENST00000452222.1	22943	NA
chr13	30241526	30241925	400	*	CD28-negative	1.12830990603734	+	71.2903751332978	32.6118753644134	30241725	Intron (ENST00000380615.8/84056, intron 4 of 10)	13	30208725	30210664	1940	2	84056	ENST00000480854.1	-30862	KATNAL1
chr13	32520658	32521057	400	*	CD28-negative	1.46885367909205	+	72.216224161003	26.0895002915307	32520857	Intron (ENST00000357505.10/10443, intron 5 of 9)	13	32432831	32522275	89445	2	10443	ENST00000509076.1	1218	N4BP2L2
chr13	36975184	36975583	400	*	CD28-negative	1.10098930003783	+	62.9577338839513	29.350687827972	36975383	Intron (ENST00000239891.4/29880, intron 6 of 9)	13	36949994	36968056	18063	2	29880	ENST00000460230.1	-7128	ALG5
chr13	38824402	38824801	400	*	CD28-negative	1.03971598276836	+	129.618863878723	63.0496257045325	38824601	Intron (ENST00000280481.9/341640, intron 6 of 23)	13	38821696	38850235	28540	1	341640	ENST00000482551.1	2706	FREM2
chr13	39259344	39259743	400	*	CD28-negative	1.0718061044009	+	107.398487213799	51.0919380709143	39259543	Intron (ENST00000648377.1/10186, intron 7 of 13)	13	39042058	39044464	2407	1	387921	ENST00000485407.1	217286	NHLRC3
chr13	40132267	40132666	400	*	CD28-negative	1.01634147439455	+	35.1822630527963	17.3930001943538	40132466	Intron (ENST00000615947.1/ENST00000615947.1, intron 2 of 3)	13	40172505	40189028	16524	1	100874127	ENST00000455241.2	-39839	LINC00332
chr13	42497141	42497540	400	*	CD28-negative	1.25873958753404	+	273.125463173024	114.141563775447	42497340	Distal Intergenic	13	42562736	42607174	44439	1	8600	ENST00000358545.6	-65196	TNFSF11
chr13	44312927	44313326	400	*	CD28-negative	1.66457814996642	+	62.0318848562461	19.567125218648	44313126	Distal Intergenic	13	44373665	44397441	23777	1	387923	ENST00000474333.5	-60339	SERP2
chr13	48892314	48892713	400	*	CD28-negative	1.05639472391499	+	97.2141479090425	46.7436880223258	48892513	Distal Intergenic	13	48975912	49209779	233868	1	22862	ENST00000492622.6	-83199	FNDC3A
chr13	66138369	66138768	400	*	CD28-negative	1.11080615839804	+	65.7352809670668	30.4377503401191	66138568	Distal Intergenic	13	66218250	66218324	75	1	100616205	ENST00000581678.1	-79482	MIR4704
chr13	73264456	73264855	400	*	CD28-negative	1.13519629162258	+	45.3666023575531	20.6541877307951	73264655	Distal Intergenic	13	73075015	73075778	764	1	688	ENST00000464404.2	189441	KLF5
chr13	73579587	73579986	400	*	CD28-negative	1.09034205583832	+	111.10188332462	52.1790005830614	73579786	Intron (ENST00000430033.1/100874155, intron 1 of 2)	13	73574513	73588070	13558	1	100874155	ENST00000666930.1	5074	NA
chr13	77309233	77309632	400	*	CD28-negative	1.03971598276836	+	64.8094319393616	31.5248128522663	77309432	Intron (ENST00000544440.7/23077, intron 1 of 82)	13	77044658	77327044	282387	2	23077	ENST00000357337.10	17412	MYCBP2
chr13	81634441	81634840	400	*	CD28-negative	1.15376743597996	+	430.519797882902	193.497127162186	81634640	Distal Intergenic	13	81225865	81226983	1119	2	100861546	ENST00000567258.1	-407458	LINC00564
chr13	91056801	91057200	400	*	CD28-negative	1.19975327255891	+	82.4005634657598	35.8730629008547	91057000	Distal Intergenic	13	91087254	91089593	2340	2	101930747	ENST00000442478.1	32393	NA
chr13	110942258	110942657	400	*	CD28-negative	1.18345146022981	+	59.2543377731306	26.0895002915307	110942457	Distal Intergenic	13	110965704	110990579	24876	1	104355135	ENST00000440735.2	-23047	NA
chr14	20295101	20295500	400	*	CD28-negative	1.24840690207058	+	49.0699984683738	20.6541877307951	20295300	3' UTR	14	20289131	20305941	16811	2	91875	ENST00000383029.7	10441	TTC5
chr14	20675668	20676067	400	*	CD28-negative	1.4464858660636	+	59.2543377731306	21.7412502429422	20675867	Distal Intergenic	14	20684177	20694186	10010	1	283	ENST00000336811.10	-8110	ANG
chr14	22689198	22689597	400	*	CD28-negative	1.05381617981321	+	36.1081120805015	17.3930001943538	22689397	Distal Intergenic	14	22766522	22771789	5268	1	5018	ENST00000285848.9	-76925	OXA1L
chr14	23430668	23431067	400	*	CD28-negative	1.29197591700797	+	42.5890552744376	17.3930001943538	23430867	Exon (ENST00000355349.4/4625, exon 10 of 40)	14	23412740	23435660	22921	2	4625	ENST00000355349.4	4593	MYH7
chr14	23876987	23877386	400	*	CD28-negative	1.05964525861541	+	86.1039595765805	41.3083754615903	23877186	Intron (ENST00000649745.1/ENST00000649745.1, intron 2 of 2)	14	23953734	23969274	15541	1	10901	ENST00000558263.5	-76348	DHRS4
chr14	30969819	30970218	400	*	CD28-negative	1.35337646167212	+	52.7733945791945	20.6541877307951	30970018	Intron (ENST00000355683.9/29966, intron 1 of 15)	14	30947112	30964509	17398	2	29966	ENST00000555152.1	-5310	STRN3
chr14	34229166	34229565	400	*	CD28-negative	1.13656507259897	+	102.769242075273	46.7436880223258	34229365	Intron (ENST00000551935.5/ENST00000551935.5, intron 1 of 4)	14	33929099	34222877	293779	2	112399	ENST00000487915.6	-6289	EGLN3
chr14	39223132	39223531	400	*	CD28-negative	1.14692558420469	+	72.216224161003	32.6118753644134	39223331	Distal Intergenic	14	39230231	39240588	10358	1	4253	ENST00000557148.5	-6700	CTAGE5
chr14	48967439	48967838	400	*	CD28-negative	1.0803579672657	+	66.661129994772	31.5248128522663	48967638	Distal Intergenic	14	49585390	49586325	936	2	6235	ENST00000557519.1	618487	RPS29
chr14	54577463	54577862	400	*	CD28-negative	1.14187235647841	+	52.7733945791945	23.9153752672365	54577662	Intron (ENST00000554335.6/23034, intron 2 of 12)	14	54567632	54703867	136236	1	23034	ENST00000555112.1	9831	SAMD4A
chr14	58572070	58572469	400	*	CD28-negative	1.16696333744124	+	53.6992436068996	23.9153752672365	58572269	Distal Intergenic	14	58539867	58548054	8188	1	9786	ENST00000556235.1	32203	KIAA0586
chr14	61167673	61168072	400	*	CD28-negative	1.22213192839387	+	116.656977490851	50.0048755587672	61167872	Distal Intergenic	14	61187559	61530584	343026	1	5583	ENST00000555185.5	-19487	PRKCH
chr14	68728711	68729110	400	*	CD28-negative	1.26317865270054	+	86.1039595765805	35.8730629008547	68728910	Intron (ENST00000488612.5/5890, intron 11 of 11)	14	68787660	68791243	3584	2	677	ENST00000555997.1	62133	ZFP36L1
chr14	69879374	69879773	400	*	CD28-negative	1.0803579672657	+	66.661129994772	31.5248128522663	69879573	Promoter	14	69879416	70032366	152951	1	64093	ENST00000361956.8	0	SMOC1
chr14	71452572	71452971	400	*	CD28-negative	1.12686793186344	+	92.5849027705166	42.3954379737374	71452771	Intron (ENST00000553453.5/26037, intron 3 of 5)	14	71467185	71575086	107902	1	26037	ENST00000557712.1	-14214	SIPA1L1
chr14	71751208	71751607	400	*	CD28-negative	1.00036068900066	+	93.5107517982218	46.7436880223258	71751407	Distal Intergenic	14	71730192	71735593	5402	1	26037	ENST00000556959.1	21016	SIPA1L1
chr14	71855402	71855801	400	*	CD28-negative	1.10945087878603	+	35.1822630527963	16.3059376822067	71855601	Intron (ENST00000555581.1/ENST00000555581.1, intron 1 of 1)	14	71932429	72566530	634102	1	9628	ENST00000553525.6	-76628	RGS6
chr14	75871491	75871890	400	*	CD28-negative	1.14038273833792	+	40.7373572190273	18.4800627065009	75871690	Intron (ENST00000298832.14/23093, intron 29 of 31)	14	75882719	75902504	19786	1	23093	ENST00000557219.1	-10829	TTLL5
chr14	76706266	76706665	400	*	CD28-negative	1.33029284855908	+	57.4026397177203	22.8283127550894	76706465	Intron (ENST00000554926.1/ENST00000554926.1, intron 1 of 3)	14	76761468	76783015	21548	1	22846	ENST00000167106.9	-54803	VASH1
chr14	77086297	77086696	400	*	CD28-negative	1.07326854247938	+	38.885659163617	18.4800627065009	77086496	Exon (ENST00000554043.2/ENST00000554043.2, exon 1 of 3)	14	77073907	77076392	2486	2	102724190	ENST00000658895.1	-9905	RP11-7F17.3
chr14	77570874	77571273	400	*	CD28-negative	1.01098426422504	+	155.542636654468	77.181438362445	77571073	Intron (ENST00000216484.7/9517, intron 4 of 11)	14	77552120	77557321	5202	2	9517	ENST00000554365.1	-13553	SPTLC2
chr14	98966437	98966836	400	*	CD28-negative	1.03144836678476	+	77.771318327234	38.0471879251489	98966636	Distal Intergenic	14	98711662	98716173	4512	1	283598	ENST00000546029.2	254775	C14orf177
chr15	28738932	28739331	400	*	CD28-negative	1.2347319651735	+	97.2141479090425	41.3083754615903	28739131	Promoter	15	28709267	28738384	29118	2	653720	ENST00000563213.1	-548	GOLGA8M
chr15	29102183	29102582	400	*	CD28-negative	1.01127048484713	+	65.7352809670668	32.6118753644134	29102382	Exon (ENST00000382938.3/321, exon 6 of 6)	15	29070658	29102759	32102	1	321	ENST00000382938.3	31525	APBA2
chr15	29173265	29173664	400	*	CD28-negative	1.19904831528082	+	57.4026397177203	25.0024377793836	29173464	Intron (ENST00000261275.4/23359, intron 4 of 10)	15	29123315	29196687	73373	2	23359	ENST00000560021.1	23023	FAM189A1
chr15	38048125	38048524	400	*	CD28-negative	1.24414739191736	+	82.4005634657598	34.7860003887076	38048324	Intron (ENST00000558897.1/101928227, intron 2 of 3)	15	38040393	38062340	21948	1	101928227	ENST00000558897.1	7732	RP11-1008C21.1
chr15	38530099	38530498	400	*	CD28-negative	1.1040169927354	+	98.1399969367476	45.6566255101787	38530298	Intron (ENST00000559544.1/ENST00000559544.1, intron 1 of 2)	15	38498916	38511705	12790	2	10125	ENST00000560425.1	-18394	RASGRP1
chr15	38769493	38769892	400	*	CD28-negative	1.21093219665191	+	98.1399969367476	42.3954379737374	38769692	Intron (ENST00000647456.1/ENST00000647456.1, intron 3 of 6)	15	38696598	38733321	36724	1	400359	ENST00000645994.1	72895	C15orf53
chr15	39393567	39393966	400	*	CD28-negative	1.21907536996053	+	75.9196202718236	32.6118753644134	39393766	Intron (ENST00000560484.1/ENST00000560484.1, intron 1 of 3)	15	39250766	39252913	2148	1	400360	ENST00000561223.1	142801	NA
chr15	43200019	43200418	400	*	CD28-negative	1.25873958753404	+	54.6250926346048	22.8283127550894	43200218	Intron (ENST00000563128.5/2038, intron 3 of 3)	15	43194184	43195198	1015	1	23582	ENST00000565958.1	5835	CCNDBP1
chr15	49939666	49940065	400	*	CD28-negative	1.0485218801437	+	47.2183004129635	22.8283127550894	49939865	Intron (ENST00000284509.11/79895, intron 14 of 27)	15	49920274	49931234	10961	2	79895	ENST00000558458.1	-8432	ATP8B4
chr15	50020412	50020811	400	*	CD28-negative	1.14692558420469	+	48.1441494406686	21.7412502429422	50020611	Intron (ENST00000284509.11/79895, intron 6 of 27)	15	49979606	50044674	65069	2	79895	ENST00000558959.5	23863	ATP8B4
chr15	51444087	51444486	400	*	CD28-negative	1.28298713378072	+	129.618863878723	53.2660630952085	51444286	Intron (ENST00000561007.1/ENST00000561007.1, intron 1 of 5)	15	51447791	51450673	2883	2	23312	ENST00000559769.1	6187	DMXL2
chr15	59394260	59394659	400	*	CD28-negative	1.13519629162258	+	45.3666023575531	20.6541877307951	59394459	Intron (ENST00000558348.5/145773, intron 1 of 4)	15	59372995	59492375	119381	1	145773	ENST00000560394.5	21265	FAM81A
chr15	60899217	60899616	400	*	CD28-negative	1.17367043943722	+	90.7332047151063	40.2213129494431	60899416	Intron (ENST00000335670.11/6095, intron 1 of 10)	15	60511457	60706352	194896	2	6095	ENST00000560004.5	-192865	RORA
chr15	63177183	63177582	400	*	CD28-negative	1.02780058976961	+	73.1420731887081	35.8730629008547	63177382	Distal Intergenic	15	63189560	63256594	67035	1	51762	ENST00000558990.5	-11978	RAB8B
chr15	63995768	63996167	400	*	CD28-negative	1.18345146022981	+	44.440753329848	19.567125218648	63995967	Intron (ENST00000261891.7/23604, intron 1 of 10)	15	63939293	64030020	90728	2	23604	ENST00000559897.1	33853	DAPK2
chr15	64265203	64265602	400	*	CD28-negative	1.03850312431871	+	37.9598101359118	18.4800627065009	64265402	Intron (ENST00000303052.13/53944, intron 2 of 11)	15	64251439	64300467	49029	2	53944	ENST00000635359.1	34865	CSNK1G1
chr15	64527594	64527993	400	*	CD28-negative	1.02828108770607	+	84.2522615211701	41.3083754615903	64527793	Intron (ENST00000326648.4/23060, intron 1 of 8)	15	64502378	64670433	168056	1	23060	ENST00000558680.5	25216	ZNF609
chr15	69509073	69509472	400	*	CD28-negative	1.05381617981321	+	36.1081120805015	17.3930001943538	69509272	Intron (ENST00000668790.1/145837, intron 3 of 6)	15	69525805	69571434	45630	1	145837	ENST00000653708.1	-16333	NA
chr15	73305905	73306304	400	*	CD28-negative	1.05792057814595	+	40.7373572190273	19.567125218648	73306104	Distal Intergenic	15	73298299	73301550	3252	1	4756	ENST00000558886.1	7606	NEO1
chr15	73570630	73571029	400	*	CD28-negative	1.06386984447713	+	99.991694992158	47.8307505344729	73570829	Intron (ENST00000345330.9/27020, intron 5 of 8)	15	73567012	73569294	2283	2	101241892	ENST00000628401.1	-1336	NA
chr15	74983898	74984297	400	*	CD28-negative	1.39846435120066	+	60.1801868008358	22.8283127550894	74984097	Intron (ENST00000568423.5/192683, intron 1 of 5)	15	74995542	75017925	22384	1	192683	ENST00000562327.5	-11245	SCAMP5
chr15	79769127	79769526	400	*	CD28-negative	1.20451307575764	+	42.5890552744376	18.4800627065009	79769326	Distal Intergenic	15	79889092	79896997	7906	2	10588	ENST00000560919.5	127471	MTHFS
chr15	87645262	87645661	400	*	CD28-negative	1.47367069538983	+	69.4386770778875	25.0024377793836	87645461	Intron (ENST00000670668.1/ENST00000670668.1, intron 2 of 3)	15	87576929	87579866	2938	1	145978	ENST00000560153.2	68333	LINC00052
chr15	89180023	89180422	400	*	CD28-negative	1.03144836678476	+	77.771318327234	38.0471879251489	89180222	Intron (ENST00000565973.5/11057, intron 10 of 14)	15	89185415	89193453	8039	1	11057	ENST00000568308.1	-4993	ABHD2
chr15	89446245	89446644	400	*	CD28-negative	1.27742760843882	+	68.5128280501823	28.2636253158249	89446444	Distal Intergenic	15	89471445	89479430	7986	2	51458	ENST00000558360.1	32786	RHCG
chr15	89457087	89457486	400	*	CD28-negative	1.13098404033567	+	49.995847496079	22.8283127550894	89457286	Distal Intergenic	15	89471445	89479430	7986	2	51458	ENST00000558360.1	21944	RHCG
chr15	94186768	94187167	400	*	CD28-negative	1.25716114641281	+	80.5488654103495	33.6989378765605	94186967	Distal Intergenic	15	94231538	94358606	127069	1	55784	ENST00000543482.5	-44371	MCTP2
chr15	94250781	94251180	400	*	CD28-negative	1.21319880362386	+	90.7332047151063	39.134250437296	94250980	Intron (ENST00000543482.5/55784, intron 1 of 9)	15	94231722	94480403	248682	1	55784	ENST00000456504.5	19059	MCTP2
chr15	94314973	94315372	400	*	CD28-negative	1.44959177693142	+	344.415838306322	126.099251409065	94315172	Intron (ENST00000543482.5/55784, intron 3 of 9)	15	94298266	94479034	180769	1	55784	ENST00000451018.7	16707	MCTP2
chr15	101674975	101675374	400	*	CD28-negative	1.14145737156518	+	146.284146377416	66.3108132409738	101675174	Intron (ENST00000335968.8/123283, intron 13 of 18)	15	101654469	101664442	9974	2	123283	ENST00000559492.1	-10533	TARSL2
chr16	10836431	10836830	400	*	CD28-negative	1.11236836216832	+	61.106035828541	28.2636253158249	10836630	Distal Intergenic	16	10775014	10818794	43781	2	780776	ENST00000570692.1	-17637	TVP23A
